"","cue","coverage","H","unknown","xR2","xR3","N"
"6764","microbe",91.9014084507042,3.57813424348878,3,0,7,300
"6765","microphone",86.9415807560137,4.29234063188479,1,2,2,300
"6766","microscope",89.2976588628762,4.17448413779191,0,0,1,300
"6767","microscopic",89.8245614035088,3.34435003832499,2,2,5,300
"6768","Microsoft",78.2006920415225,3.45836473509566,1,2,4,300
"6769","microwave",92.5925925925926,3.88838862714927,0,0,3,300
"6770","midday",91.5540540540541,3.21527664228568,0,0,4,300
"6771","middle",89.198606271777,4.14187932390749,0,1,11,300
"6772","Middle Ages",67.9245283018868,4.41156199955752,1,12,8,300
"6773","Middle East",65.8703071672355,3.98612885773621,0,1,5,300
"6774","midget",85.6164383561644,3.47545547105265,0,2,4,300
"6775","midnight",92.9292929292929,3.73713997796733,0,0,3,300
"6776","Midwest",74.21875,4.61084181841622,3,13,9,300
"6777","might",92.8825622775801,3.571817194477,1,1,14,300
"6778","mighty",90.6896551724138,3.91805106265381,0,3,4,300
"6779","migraine",92.3344947735192,3.29130246505474,0,3,7,300
"6780","migrant",84.2105263157895,4.22767439696151,1,2,8,300
"6781","migrate",84.1328413284133,3.77639162930908,0,8,13,300
"6782","migration",87.7256317689531,4.04990009317013,0,6,11,300
"6783","mild",87.1080139372822,4.39812333138808,1,1,8,300
"6784","mildew",92.3076923076923,3.75408075682816,3,0,5,300
"6785","mile",90.3448275862069,3.97159264145135,1,2,3,300
"6786","mileage",87.0848708487085,3.80550999286865,5,4,6,300
"6787","miles",76.4492753623188,3.71638256543467,2,6,6,300
"6788","military",87.7133105802048,4.35470805951545,0,1,5,300
"6789","milk",91.2751677852349,3.9796757696153,0,1,0,300
"6790","milkman",76.5957446808511,4.4081438778248,1,5,5,300
"6791","milkshake",88.2154882154882,3.90516980616595,0,1,1,300
"6792","milky",90.9090909090909,3.6544031748683,1,6,10,300
"6793","Milky Way",93.7062937062937,3.06856771176518,2,0,8,300
"6794","mill",94.9820788530466,3.84227541718414,2,3,9,300
"6795","millennium",76.2589928057554,3.92526326510316,2,3,10,300
"6796","million",86.4583333333333,3.90635180600153,0,1,10,300
"6797","millionaire",81.021897810219,3.9675710848475,2,4,12,300
"6798","millions",78.8888888888889,3.57206744139253,1,10,7,300
"6799","mime",84.115523465704,4.30449619381876,4,2,7,300
"6800","mimic",93.4782608695652,3.70326080948199,1,5,11,300
"6801","mince",88.8888888888889,3.47271819899711,2,0,6,300
"6802","mind",94.8630136986301,3.96394351958673,0,2,4,300
"6803","minded",80,4.425260172784,4,6,11,300
"6804","mindful",90.6716417910448,4.15552301172385,2,10,6,300
"6805","mindless",82.7956989247312,4.63982269345047,1,6,6,300
"6806","mindset",87.4493927125506,4.64424187636286,4,12,17,300
"6807","mine",90.9090909090909,3.97308956094422,1,3,5,300
"6808","Minecraft",84.7908745247148,3.96934023396779,4,10,5,300
"6809","miner",85.4237288135593,4.07369296287767,0,1,3,300
"6810","mineral",88.8135593220339,3.80563170005074,0,2,1,300
"6811","minerals",82.2916666666667,4.14636386001094,0,3,6,300
"6812","mines",76,4.32687733399769,3,6,4,300
"6813","mingle",87.1080139372822,4.11322842303982,2,0,7,300
"6814","mini",84.0677966101695,3.3830566922721,0,1,3,300
"6815","miniature",91.6666666666667,3.68543180106863,1,1,7,300
"6816","minimal",86.1209964412811,4.14167421957661,0,4,11,300
"6817","minimize",79.4425087108014,4.01168847753048,1,2,6,300
"6818","minimum",93.1899641577061,3.78275855356033,2,4,7,300
"6819","mining",86.159169550173,4.14516467890997,3,1,0,300
"6820","minion",76.2452107279694,4.16072261496779,4,9,9,300
"6821","minister",87.8892733564014,3.94975974713224,0,2,7,300
"6822","mink",93.1034482758621,3.29632443044969,10,1,7,300
"6823","minor",92.4137931034483,3.98348052508841,0,1,8,300
"6824","minority",88.9273356401384,4.15907151654942,1,2,4,300
"6825","minotaur",83.2142857142857,3.61795230245564,5,1,3,300
"6826","mint",92.3875432525952,3.91507781332693,1,2,4,300
"6827","mints",89.7163120567376,4.19877332524184,2,2,8,300
"6828","minty",92.6573426573427,3.4385145638675,2,0,8,300
"6829","minus",90.3448275862069,3.52847639652679,0,2,6,300
"6830","minuscule",91.0071942446043,3.21119023777433,4,2,6,300
"6831","minute",86.8243243243243,3.45009604819474,0,1,2,300
"6832","minutes",94.4250871080139,2.91122389870683,0,4,5,300
"6833","miracle",87.8472222222222,4.59089016921718,2,0,6,300
"6834","mirage",92.0138888888889,3.56914993724872,2,0,6,300
"6835","mirror",92.831541218638,3.7649059620858,1,4,10,300
"6836","misbehave",84.7826086956522,4.30566554812074,1,5,11,300
"6837","mischief",84.5614035087719,4.27984910694502,0,3,9,300
"6838","mischievous",88.0281690140845,4.25859517432375,2,1,8,300
"6839","miscommunication",79.9212598425197,4.38499860171882,0,16,14,300
"6840","miser",70.7627118644068,3.8923651636144,15,7,5,300
"6841","miserable",89.4557823129252,3.84420737150694,0,1,4,300
"6842","misery",91.3194444444444,4.00744972408028,1,2,5,300
"6843","misfit",79.9227799227799,4.65932979293685,3,10,12,300
"6844","misfortune",88.1040892193308,4.00300201874685,1,6,16,300
"6845","misguided",74.0890688259109,4.32348462088093,2,15,17,300
"6846","mishear",80.1762114537445,4.11175280928078,12,14,9,300
"6847","mislead",77.5735294117647,4.19577708419691,1,6,13,300
"6848","misplaced",89.272030651341,3.36564368252105,0,13,13,300
"6849","miss",85.2233676975945,4.38038187486941,0,1,7,300
"6850","misses",74.4360902255639,4.86750092299744,4,4,14,300
"6851","missile",88.8111888111888,4.06130567356091,3,2,1,300
"6852","missing",95.1557093425606,3.86701136899968,0,3,5,300
"6853","mission",91.0034602076124,4.40575571643823,1,1,6,300
"6854","missionary",82.3321554770318,4.11000070779339,0,4,9,300
"6855","mist",93.8356164383562,3.90178624710517,1,2,1,300
"6856","mistake",84.115523465704,4.00390013522443,3,5,4,300
"6857","mistakes",61.0687022900763,4.26723192018413,0,13,12,300
"6858","mister",79.5138888888889,4.03823815681787,0,4,4,300
"6859","mistreat",91.2408759124088,3.98643670257146,3,4,9,300
"6860","mistress",86.8327402135231,4.61980113285585,3,2,6,300
"6861","mistrust",90.4382470119522,4.75391239388751,2,14,15,300
"6862","misty",90.8127208480565,4.16903906166227,5,1,0,300
"6863","misunderstand",82.9545454545455,4.59573376595728,0,12,12,300
"6864","misunderstanding",91.2350597609562,4.20379362738055,0,15,19,300
"6865","misunderstood",81.6849816849817,4.92228060822305,3,3,12,300
"6866","misuse",89.0295358649789,3.70056727532453,4,19,13,300
"6867","mite",93.8181818181818,3.84849359421156,4,3,7,300
"6868","mitten",92.962962962963,3.23292563559294,5,6,3,300
"6869","mittens",92.3076923076923,3.3494200173228,3,1,3,300
"6870","mix",89.9641577060932,4.1916693909661,1,5,8,300
"6871","mixed",79.0613718411552,4.54447476953472,2,4,9,300
"6872","mixer",89.4915254237288,4.21374612239115,0,0,5,300
"6873","mixture",82.6388888888889,4.59819236096594,0,2,8,300
"6874","mix up",89.0151515151515,3.94830114622068,0,11,14,300
"6875","moan",94.1605839416058,3.66970256183224,4,3,8,300
"6876","moaning",80.4123711340206,3.76619061651564,0,1,7,300
"6877","moat",85.9504132231405,2.97889471517148,19,0,1,300
"6878","mob",87.2791519434629,4.12575959954253,3,3,2,300
"6879","mobile",88.0952380952381,3.74531723524395,0,0,6,300
"6880","mobile phone",85.1449275362319,4.27456305509936,0,6,12,300
"6881","mobility",90.4580152671756,4.23428817373306,0,13,12,300
"6882","mobster",78.6206896551724,4.04052252476179,1,1,5,300
"6883","mock",78.8321167883212,4.36900184368048,2,8,4,300
"6884","mockingbird",77.9467680608365,4.29891529114418,4,8,9,300
"6885","mode",85.9712230215827,4.27962970420826,2,3,10,300
"6886","model",90.5923344947735,4.43349993693799,1,0,10,300
"6887","moderate",85.7142857142857,4.36598581018643,2,3,8,300
"6888","modern",88.013698630137,4.43505034612196,1,0,5,300
"6889","modest",83.5125448028674,4.49284035034459,1,5,8,300
"6890","modesty",80.7407407407407,4.78218073516744,0,10,10,300
"6891","modification",84.2105263157895,3.58539677426244,0,20,13,300
"6892","modify",87.5,3.19599295574075,0,7,14,300
"6893","moist",91.4965986394558,3.42137013108925,0,0,6,300
"6894","moisture",93.448275862069,3.54847783886922,0,2,6,300
"6895","moisturizer",90.8759124087591,3.58225097554691,0,8,10,300
"6896","molasses",94.4,3.72948621608969,14,2,4,300
"6897","mold",94.7169811320755,4.28699269318355,8,2,7,300
"6898","moldy",89.8601398601399,4.02975180773437,2,1,6,300
"6899","mole",88.8501742160279,4.10876464434381,2,2,3,300
"6900","molecular",93.1159420289855,3.78901344720216,2,7,4,300
"6901","molecule",91.3793103448276,3.72773139478156,0,1,8,300
"6902","mollusk",89.1050583657588,3.63423570961837,11,3,4,300
"6903","molten",95.6678700361011,3.1368458430434,5,1,6,300
"6904","mom",93.9501779359431,3.8711446511568,2,5,3,300
"6905","moment",88.0701754385965,4.07679485502737,0,3,9,300
"6906","momentum",91.4814814814815,3.98025099422831,0,9,12,300
"6907","mommy",93.1034482758621,3.83574449509673,0,2,6,300
"6908","monarch",91.7241379310345,3.06197272731404,2,0,4,300
"6909","monarchy",89.9305555555556,3.26760307873713,3,0,3,300
"6910","monastery",88.8111888111888,3.95501953835592,3,1,3,300
"6911","Monday",90.3780068728522,3.70872938811822,2,0,3,300
"6912","monetary",88.4462151394422,3.90375512301991,7,10,8,300
"6913","money",87.7551020408163,4.30092034217277,0,2,2,300
"6914","mongoose",91.566265060241,4.11586010667717,9,8,8,300
"6915","moniker",79.7979797979798,3.09887495907685,19,16,13,300
"6916","monitor",88.1533101045296,3.66648634606448,0,3,7,300
"6917","monk",83.9721254355401,4.24324745137168,3,1,2,300
"6918","monkey",93.5153583617747,4.1743003373994,0,1,5,300
"6919","monkeys",81.9148936170213,4.33242854601591,0,7,4,300
"6920","monks",79.0780141843972,4.51246233606381,1,5,5,300
"6921","monocle",85.3932584269663,4.17113466174172,8,2,5,300
"6922","monologue",86.7595818815331,3.82461896414796,2,1,5,300
"6923","monopoly",84.4827586206897,4.03250468609054,1,2,3,300
"6924","monotonous",82.6086956521739,3.65555207383622,4,1,10,300
"6925","monotony",87.0967741935484,3.91134742847468,2,4,7,300
"6926","monsoon",88.3211678832117,3.51608717181272,6,1,6,300
"6927","monster",87.9310344827586,4.44839556637558,1,1,5,300
"6928","month",87.8787878787879,3.49025197991594,0,0,3,300
"6929","monthly",89.198606271777,3.91439409274161,1,2,6,300
"6930","months",93.609022556391,3.15375355173513,1,12,7,300
"6931","monument",90.9090909090909,4.01310143978602,0,2,10,300
"6932","moo",90.2439024390244,3.24515287428339,0,4,5,300
"6933","mood",92.1428571428571,4.05724759822055,1,5,7,300
"6934","moody",81.5602836879433,4.55067232876167,3,2,5,300
"6935","moon",91.4965986394558,3.92507403880934,1,0,3,300
"6936","moonlight",82.7586206896552,4.3438400274178,1,1,5,300
"6937","moonshine",85.958904109589,4.07338634218934,1,1,3,300
"6938","Moore",54.601226993865,4.42180948236669,22,30,11,300
"6939","moose",92.3344947735192,3.95656953913401,0,3,7,300
"6940","mop",94.4827586206897,3.38677928397537,2,0,4,300
"6941","moral",91.8439716312057,4.55992842396533,2,1,10,300
"6942","morality",88.5304659498208,4.41325829166944,4,3,3,300
"6943","morals",85.8695652173913,4.37995808252467,1,5,11,300
"6944","morbid",88.086642599278,3.96639006212545,2,6,5,300
"6945","more",90.625,4.19730156181115,0,3,6,300
"6946","morgue",85.1590106007067,3.6059461844412,2,4,3,300
"6947","Mormon",63.6986301369863,4.41837230297492,1,1,3,300
"6948","morning",91.0652920962199,4.07574785573757,1,1,4,300
"6949","moron",88.8086642599278,3.30086804802189,3,5,4,300
"6950","moronic",88.4615384615385,3.33020539961326,3,9,13,300
"6951","morose",90.5138339920949,3.66870530875142,10,5,7,300
"6952","morphine",87.8892733564014,3.48166354893173,1,1,6,300
"6953","Morse",88.1889763779528,3.53932200984158,9,7,5,300
"6954","morsel",83.4677419354839,3.621517253101,5,12,13,300
"6955","mortal",91.6967509025271,3.74285070858482,1,5,10,300
"6956","mortality",88.4210526315789,3.59883617442657,0,2,11,300
"6957","mortar",79.0262172284644,3.83373928147367,6,2,11,300
"6958","mortgage",92.8082191780822,3.40765893423757,1,1,3,300
"6959","mortified",81.1320754716981,3.86668530330118,3,7,12,300
"6960","mosaic",87.8048780487805,3.92769712736736,0,4,5,300
"6961","Moses",58.2142857142857,3.77490447413093,1,6,5,300
"6962","mosque",83.1501831501832,3.57266713745541,2,8,5,300
"6963","mosquito",90.6354515050167,3.50453000826107,0,0,1,300
"6964","moss",88.7323943661972,3.62663535584472,3,1,5,300
"6965","most",90.2527075812274,4.26037137779944,1,3,14,300
"6966","mostly",75.390625,4.37615026880977,3,7,21,300
"6967","mote",89.8203592814371,3.7005878305025,37,6,10,300
"6968","motel",85.5172413793103,3.83929100162258,1,1,5,300
"6969","moth",91.4089347079038,3.89512607878209,1,2,2,300
"6970","mother",90.3010033444816,4.12183761852713,0,0,1,300
"6971","motherfucker",75.8364312267658,4.72090091804268,1,9,10,300
"6972","motherly",86.231884057971,4.16212304121107,0,7,10,300
"6973","mothers",72.1014492753623,4.12119560589882,0,7,10,300
"6974","motif",84.3373493975904,4.28640884133808,4,15,9,300
"6975","motion",90.1360544217687,4.42438675597367,0,0,6,300
"6976","motionless",94.2857142857143,3.65641899055829,0,3,14,300
"6977","motivate",92.1428571428571,4.37781945701019,0,4,12,300
"6978","motivated",82.8571428571429,4.75717729823428,1,4,9,300
"6979","motivation",88.6029411764706,4.80034912417649,1,8,9,300
"6980","motive",92.6470588235294,4.00921539766973,1,8,9,300
"6981","motor",93.1506849315068,3.5952915833255,0,1,6,300
"6982","motorbike",83.2764505119454,4.19627424026289,0,2,3,300
"6983","motorcycle",90.5923344947735,4.09990955280581,2,1,5,300
"6984","motorway",89.3470790378007,3.52616179147945,0,1,7,300
"6985","motto",78.8617886178862,4.27187408779145,3,12,21,300
"6986","mound",89.1304347826087,3.55132112107717,5,1,7,300
"6987","mount",84.9802371541502,3.66704695531679,3,13,12,300
"6988","mountain",90.8474576271186,4.31274864962072,1,0,2,300
"6989","mountaineer",84.2105263157895,4.1403294216361,4,8,6,300
"6990","mountains",76.8707482993197,4.30310226165049,0,2,2,300
"6991","mourn",84.0136054421769,3.46081763802033,0,2,2,300
"6992","mourning",94.9324324324324,3.44017994010677,0,0,4,300
"6993","mouse",93.75,3.83323139175717,1,2,5,300
"6994","mousse",91.958041958042,3.46586397922226,3,0,5,300
"6995","mouth",94.5945945945946,3.87065570529617,0,1,2,300
"6996","movable",75.2895752895753,4.37223325373856,2,12,11,300
"6997","move",92.4914675767918,4.56458635249461,0,1,5,300
"6998","movement",92.1708185053381,4.57583824138101,3,2,6,300
"6999","move on",81.0606060606061,4.60612335117243,0,15,6,300
"7000","movie",89.6193771626298,3.76073239428657,2,1,3,300
"7001","movies",82.8859060402685,4.08681549711113,0,1,0,300
"7002","movie star",81.9148936170213,3.87047596932572,0,6,6,300
"7003","moving",89.5104895104895,4.36368344008239,1,4,3,300
"7004","mow",95.4918032786885,3.07883573348384,13,6,5,300
"7005","mower",92.6356589147287,3.1366719344803,7,8,5,300
"7006","Mozart",82.7464788732394,3.37527533172579,1,4,5,300
"7007","mozzarella",93.6026936026936,2.63300723472414,0,0,3,300
"7008","Mr",81.7543859649123,3.53164363940492,0,2,11,300
"7009","Mrs",84.4290657439446,3.42422441160227,2,1,3,300
"7010","much",89.7887323943662,3.81070279161059,0,4,8,300
"7011","muck",92.0415224913495,3.69186518694761,2,0,5,300
"7012","mucous",90.5737704918033,3.77854240813554,13,6,5,300
"7013","mucus",93.0313588850174,3.29075168390841,0,2,9,300
"7014","mud",92.4398625429553,3.96878465994824,1,2,2,300
"7015","muddle",84.7457627118644,4.24545597000164,9,13,11,300
"7016","muddled",75.7085020242915,3.96196261164955,8,10,9,300
"7017","muddy",85.3242320819113,3.87236233153046,0,2,3,300
"7018","muff",89.0829694323144,4.11392850441723,17,6,8,300
"7019","muffin",89.8305084745763,4.00727869911677,1,0,2,300
"7020","muffled",66.5354330708661,4.28024271261277,8,5,12,300
"7021","mug",93.9393939393939,3.30895940747154,0,0,3,300
"7022","muggy",94.0520446096654,3.41733603555923,8,2,3,300
"7023","mule",91.6955017301038,3.52310584223743,1,1,6,300
"7024","multicultural",82.2134387351779,4.60517061174301,2,15,11,300
"7025","multiple",84.2105263157895,3.86881460612554,2,1,7,300
"7026","multiplication",91.0652920962199,3.71738553318497,0,2,5,300
"7027","multiply",90.7849829351536,3.8596445218773,0,1,5,300
"7028","multitude",91.5441176470588,4.00049806664774,5,2,9,300
"7029","mum",91.8149466192171,3.8802850433582,3,1,8,300
"7030","mumble",82.3943661971831,4.32389228879835,0,4,8,300
"7031","mummy",84.1750841750842,3.93568726080481,0,0,3,300
"7032","mumps",82.824427480916,3.76436284746165,4,9,8,300
"7033","munch",91.1971830985916,3.50569845627051,4,0,4,300
"7034","mundane",91.0714285714286,3.72058113874707,2,3,8,300
"7035","muppet",59.6491228070175,3.66384977653862,3,1,4,300
"7036","murder",89.1891891891892,3.98284119312225,0,0,4,300
"7037","murderer",89.4557823129252,4.10351494145715,0,2,2,300
"7038","murky",88.2142857142857,3.80022108929305,4,0,8,300
"7039","murmur",88.5714285714286,3.77707285761153,1,2,13,300
"7040","murmuring",70.1754385964912,4.4400606674056,0,5,5,300
"7041","muscle",86.986301369863,4.50920630167479,1,1,3,300
"7042","muscles",87.5,4.38170389260103,0,0,4,300
"7043","muscular",84.5360824742268,4.09902352443461,0,0,9,300
"7044","muse",91.1347517730496,4.16723734792887,1,4,7,300
"7045","museum",85.5670103092783,4.13738264828037,1,1,4,300
"7046","mush",79.3388429752066,4.30912331927053,11,8,9,300
"7047","mushroom",86.2542955326461,4.35139071424273,0,2,5,300
"7048","mushrooms",82.5783972125435,4.48468062554872,3,1,2,300
"7049","mushy",87.9725085910653,4.27679401179343,1,1,4,300
"7050","music",90.0684931506849,4.51653763828437,1,2,1,300
"7051","musical",89.1156462585034,4.38554242968573,0,0,6,300
"7052","musical instrument",94.5578231292517,3.48235066961712,0,0,6,300
"7053","musician",90.7534246575342,4.33690998855205,0,1,6,300
"7054","musk",92.0152091254753,3.75514396049286,6,6,7,300
"7055","musky",90.530303030303,4.20225059069203,8,2,8,300
"7056","Muslim",73.8983050847458,4.23510020957574,0,1,3,300
"7057","mussel",88.4892086330935,3.77879951010402,4,3,4,300
"7058","Mussolini",82.5095057034221,3.32220391487897,7,4,8,300
"7059","must",90.1408450704225,4.109606477243,0,2,12,300
"7060","mustache",86.2542955326461,3.94924349415842,1,2,2,300
"7061","mustang",85.1063829787234,3.01556749956758,2,3,6,300
"7062","mustard",90.9698996655518,3.83098036697369,0,0,1,300
"7063","musty",88.8030888030888,3.87069757022471,10,4,3,300
"7064","mutant",71.1805555555556,4.53867207472381,0,3,6,300
